cadena,gamma_Nm,tau_anios,k_top,chi_ms,prob
A,2.3815e+19,3.899,0.1857,0.17013,0.69642
A,1.4393e+19,4.7926,0.18035,0.19136,0.63272
A,7.1893e+18,24.133,0.32689,0.29803,0.32947
A,5.8828e+18,12.728,0.013962,0.22015,0.54563
A,9.6966e+18,12.668,0.23645,0.27241,0.39551
A,1.675e+19,6.8581,0.30452,0.19497,0.62177
A,1.1526e+19,8.9332,0.42537,0.20261,0.59861
A,1.2442e+19,7.6409,0.20124,0.20759,0.58351
A,8.3471e+18,8.0964,0.088025,0.25293,0.44947
A,2.4792e+19,2.7706,0.019204,0.23066,0.51423
A,3.4952e+19,2.6595,0.31977,0.19435,0.62366
A,1.5154e+19,6.0621,0.10521,0.26192,0.42421
A,5.4151e+18,12.501,0.1195,0.24658,0.46766
A,1.3651e+19,10.808,0.25859,0.20488,0.59174
A,9.4676e+18,24.111,0.88101,0.23535,0.5004
A,1.1428e+19,5.1218,0.074385,0.29071,0.3477
A,1.2212e+19,13.327,0.42917,0.25873,0.43312
A,9.2145e+18,14.509,0.27309,0.24985,0.45826
A,1.0264e+19,10.857,0.19963,0.25338,0.44819
A,7.8578e+18,15.836,0.09565,0.18863,0.64098
A,7.5681e+18,26.294,0.37332,0.28688,0.35746
A,2.2358e+19,2.4629,0.048961,0.29301,0.34191
A,1.1957e+19,11.016,0.54291,0.22718,0.52459
A,1.0798e+19,8.755,0.23285,0.24388,0.47547
A,1.31e+19,27.455,0.83145,0.30573,0.31087
A,1.3658e+19,7.2148,0.15955,0.17447,0.68353
A,2.1162e+19,3.0205,0.096242,0.25466,0.44457
A,9.9989e+18,10.189,0.09941,0.25308,0.44904
A,1.021e+19,13.961,0.35803,0.27747,0.38198
A,8.3604e+18,16.299,0.31979,0.21036,0.57515
A,1.2174e+19,14.697,0.70464,0.22964,0.51728
A,7.591e+18,9.7277,0.096182,0.28862,0.35302
A,2.4808e+19,3.2852,0.44829,0.27306,0.39374
A,1.2932e+19,10.673,0.69762,0.309,0.30317
A,1.244e+19,6.2481,0.091071,0.2453,0.47134
A,7.4433e+18,20.428,0.26095,0.26537,0.41466
A,1.5482e+19,4.5362,0.1394,0.14338,0.77339
A,8.0995e+18,13.338,0.017081,0.28961,0.35049
A,1.7469e+19,4.5665,0.0019035,0.20162,0.60162
A,1.0348e+19,5.8069,0.047323,0.29552,0.33567
A,1.0069e+19,11.542,0.16131,0.25345,0.44799
A,8.787e+18,42.009,0.37807,0.2324,0.50908
A,1.2949e+19,5.7623,0.090476,0.17856,0.67129
A,9.6473e+18,8.9756,0.19616,0.16604,0.70849
A,3.5492e+19,2.876,0.19028,0.27046,0.40079
A,1.3971e+19,15.169,0.86027,0.20647,0.58692
A,2.0105e+19,4.333,0.23228,0.1107,0.85798
A,3.0549e+19,2.0639,0.064289,0.1724,0.68969
A,1.2902e+19,11.239,0.22189,0.29964,0.32553
A,2.5989e+19,2.839,0.19775,0.23003,0.51611
A,1.4444e+19,3.9022,0.078129,0.28111,0.37241
A,1.1948e+19,7.934,0.17229,0.23837,0.49152
A,7.083e+18,29.434,0.057667,0.30747,0.30674
A,1.9121e+19,4.242,0.089552,0.21675,0.55586
A,1.1638e+19,5.0664,0.080248,0.22079,0.5437
A,1.239e+19,5.5986,0.25575,0.22198,0.54012
A,1.2992e+19,9.509,0.54748,0.17825,0.67223
A,9.5374e+18,6.6228,0.069587,0.28991,0.34974
A,1.9054e+19,2.4447,0.040851,0.27948,0.37668
A,2.5315e+19,3.4046,0.19576,0.24657,0.46768
A,1.8576e+19,3.8254,0.14866,0.1861,0.64863
A,1.4651e+19,7.7775,0.4132,0.12772,0.81554
A,2.2335e+19,4.8506,0.53925,0.22904,0.51907
A,1.5961e+19,11.89,0.67596,0.16731,0.70474
A,1.6435e+19,4.9232,0.25978,0.20763,0.58341
A,9.9677e+18,7.1214,0.38437,0.23329,0.50646
A,1.93e+19,3.7534,0.23607,0.17543,0.68064
A,1.0242e+19,6.3987,0.01558,0.22956,0.51751
A,1.4277e+19,4.7105,0.040131,0.1662,0.70803
A,1.6872e+19,6.1366,0.51457,0.19549,0.6202
A,1.2623e+19,4.7347,0.11362,0.1077,0.86503
A,1.8884e+19,5.9925,0.60836,0.30838,0.30461
A,9.4787e+18,11.167,0.22199,0.29305,0.34182
A,1.0779e+19,10.815,0.57238,0.26039,0.42846
A,1.8428e+19,9.3562,0.69806,0.20039,0.60536
A,1.1543e+19,7.1788,0.17173,0.29386,0.33979
A,1.0367e+19,24.106,0.36849,0.27973,0.37603
A,1.2438e+19,6.438,0.2514,0.24542,0.471
A,2.3282e+19,3.8194,0.39611,0.30199,0.31983
A,5.5327e+18,18.814,0.064498,0.245,0.47222
A,1.2843e+19,7.7602,0.38462,0.29769,0.3303
A,1.7915e+19,5.7086,0.85278,0.254,0.44644
A,1.5062e+19,8.2835,0.46193,0.19854,0.61096
A,2.1818e+19,2.5456,0.16804,0.3028,0.31788
A,2.1205e+19,3.1455,0.17011,0.29004,0.34939
A,7.8283e+18,11.067,0.31823,0.26386,0.41883
A,1.4087e+19,13.278,0.60217,0.2784,0.37952
A,6.775e+18,19.584,0.4485,0.20266,0.59848
A,7.0875e+18,16.053,0.025984,0.27634,0.385
A,1.4772e+19,5.4205,0.057519,0.15832,0.73101
A,5.3562e+18,23.074,0.040086,0.26984,0.40245
A,5.3521e+19,2.1983,0.45943,0.099825,0.88288
A,1.4578e+19,11.073,0.54939,0.27024,0.40138
A,1.7518e+19,3.7643,0.12282,0.26712,0.40988
A,1.7423e+19,8.5205,0.46484,0.23167,0.51125
A,1.0649e+19,7.6164,0.079433,0.16128,0.72241
A,1.0143e+19,7.2194,0.042355,0.23609,0.4982
A,1.6201e+19,6.5347,0.32995,0.29756,0.33061
A,1.5185e+19,6.5549,0.22694,0.19449,0.62322
A,1.5833e+19,3.2836,0.065782,0.19636,0.61756
A,8.5026e+18,11.702,0.14795,0.17692,0.6762
A,8.5376e+18,19.105,0.41767,0.3099,0.30104
A,1.4128e+19,19.653,1.0735,0.2833,0.3667
A,6.4134e+18,10.245,0.063664,0.23098,0.5133
A,8.3797e+18,9.5907,0.17496,0.24503,0.47214
A,3.1771e+19,3.0837,0.37526,0.24714,0.46603
A,1.4228e+19,7.6694,0.49466,0.3003,0.32392
A,8.9799e+18,10.515,0.15736,0.28719,0.35666
A,8.0957e+18,14.569,0.27529,0.17848,0.67154
A,1.6331e+19,25.337,0.90755,0.27603,0.38582
A,3.8452e+19,1.6944,0.086577,0.13062,0.80793
A,1.2656e+19,6.0148,0.13236,0.21868,0.55004
A,1.6114e+19,18.615,0.99195,0.22138,0.54193
A,2.213e+19,7.1298,0.53178,0.25482,0.44412
A,5.4294e+18,31.158,0.066269,0.29792,0.32974
A,1.0249e+19,8.0531,0.026697,0.23764,0.49365
A,1.2513e+19,6.6677,0.16904,0.27918,0.37747
A,2.9562e+19,3.9272,0.25064,0.30264,0.31825
A,1.0922e+19,10.417,0.27527,0.24987,0.4582
A,1.0277e+19,30.985,0.68679,0.22025,0.54533
A,2.0562e+19,2.996,0.33859,0.23861,0.49082
A,8.6188e+18,14.4,0.20302,0.28553,0.36092
A,2.1794e+19,2.4082,0.092488,0.2695,0.40337
A,2.1785e+19,4.2447,0.27538,0.183,0.65795
A,1.1942e+19,5.1851,0.14769,0.2223,0.53917
A,2.6822e+19,2.3225,0.19016,0.28053,0.37393
A,9.3615e+18,14.97,0.37168,0.17051,0.69529
A,9.7973e+18,10.501,0.012837,0.22972,0.51703
A,1.2427e+19,7.0164,0.3416,0.2602,0.42901
A,9.0648e+18,16.535,0.28167,0.21975,0.54683
A,7.5259e+18,19.139,0.15027,0.24593,0.46954
A,1.336e+19,2.6601,0.023082,0.29131,0.34618
A,9.1393e+18,13.496,0.24002,0.24677,0.46711
A,1.1735e+19,5.7231,0.052235,0.29994,0.32479
A,1.6858e+19,7.4382,0.45651,0.12383,0.82557
A,2.7512e+19,2.1698,0.030597,0.2769,0.38349
A,1.5683e+19,5.8564,0.18458,0.25081,0.45551
A,1.0965e+19,6.6441,0.17518,0.26663,0.41121
A,2.313e+19,3.9683,0.25152,0.13736,0.78989
A,1.3618e+19,6.4044,0.11082,0.19418,0.62417
A,1.1232e+19,7.9614,0.17922,0.24376,0.4758
A,5.6118e+18,24.054,0.020849,0.24294,0.4782
A,9.136e+19,0.75308,0.041567,0.30125,0.32163
A,5.0476e+19,1.3324,0.24342,0.29232,0.34366
A,5.5006e+19,1.4552,0.10672,0.15779,0.73254
A,4.4163e+19,1.4204,0.17413,0.24062,0.48494
A,6.1165e+19,1.0985,0.1134,0.30128,0.32154
A,8.0487e+18,9.9472,0.049097,0.21528,0.56028
A,6.5862e+18,42.137,0.29246,0.2937,0.34019
A,2.1248e+19,10.931,0.85779,0.27699,0.38325
A,1.8499e+19,5.1156,0.29776,0.28044,0.37414
A,2.1585e+19,3.9105,0.36609,0.19127,0.633
A,1.4565e+19,7.7217,0.15303,0.28147,0.37146
A,5.4908e+18,15.301,0.2426,0.30318,0.31695
A,2.8164e+19,3.3848,0.26347,0.24208,0.48069
A,7.8416e+18,8.8129,0.11439,0.16999,0.69683
A,9.499e+18,13.88,0.20382,0.26291,0.42145
A,1.0742e+19,22.541,0.49652,0.1617,0.7212
A,2.094e+19,5.9322,0.41502,0.29487,0.33727
A,1.0547e+19,10.716,0.18915,0.13457,0.79743
A,4.0137e+19,1.5119,0.14271,0.28864,0.35297
A,1.5028e+19,8.6325,0.81588,0.2896,0.35052
A,5.7829e+18,23.22,0.16044,0.2753,0.38777
A,1.1785e+19,6.7167,0.21908,0.22982,0.51675
A,1.3048e+19,10.026,0.3885,0.23505,0.50128
A,1.8069e+19,3.6869,0.18851,0.17558,0.68021
A,3.5891e+19,1.4669,0.048841,0.24445,0.47382
A,1.7813e+19,7.0785,0.51115,0.23566,0.49947
A,7.6002e+18,11.475,0.24881,0.18018,0.66642
A,2.6363e+19,2.5032,0.15116,0.29839,0.32859
A,6.9576e+18,11.146,0.17988,0.26971,0.40281
A,2.1169e+19,6.3695,0.68008,0.30422,0.31447
A,2.4158e+19,4.1403,0.34333,0.17285,0.68835
A,1.7331e+19,7.6058,0.57075,0.23082,0.51378
A,6.2416e+18,16.252,0.2556,0.26386,0.41883
A,1.852e+19,4.6582,0.25693,0.14301,0.77443
A,1.4284e+19,5.2226,0.25167,0.23823,0.49193
A,1.1326e+19,7.3206,0.047098,0.28523,0.3617
A,1.2866e+19,9.9522,0.61646,0.27088,0.39965
A,1.1494e+19,14.087,0.92294,0.24592,0.46957
A,1.4113e+19,3.5734,0.030679,0.29374,0.34008
A,1.0132e+19,5.7532,0.075031,0.074011,0.93382
A,8.9451e+18,11.307,0.1115,0.18331,0.65703
A,1.1136e+19,4.7824,0.069105,0.29075,0.3476
A,8.7598e+18,10.739,0.13997,0.26625,0.41225
A,1.1442e+19,18.932,0.66724,0.24254,0.47936
A,1.6256e+19,4.0325,0.058598,0.28066,0.37358
A,1.2461e+19,9.0491,0.25134,0.29369,0.34022
A,2.6878e+19,4.039,0.19564,0.26944,0.40353
A,1.9894e+19,6.0694,0.46698,0.30542,0.3116
A,1.3757e+19,9.4524,0.43233,0.15747,0.73347
A,8.6074e+18,12.304,0.25042,0.29658,0.33303
A,8.7144e+18,20.177,0.60803,0.30889,0.30341
A,5.2564e+18,9.4345,0.0076468,0.24634,0.46834
A,1.3936e+19,6.1468,0.092354,0.26838,0.40642
A,1.8896e+19,5.1471,0.23617,0.30106,0.32207
A,1.8031e+19,4.2789,0.25854,0.29698,0.33204
A,1.8821e+19,10.147,0.57402,0.26327,0.42048
A,6.2868e+18,12.086,0.047533,0.26774,0.40817
A,5.846e+18,22.508,0.33928,0.25405,0.4463
A,1.4894e+19,5.4125,0.0095229,0.30944,0.30212
A,9.8094e+18,13.717,0.17098,0.28544,0.36115
A,2.0588e+19,4.2003,0.18545,0.099962,0.88258
A,1.7386e+19,8.7529,1.1346,0.28572,0.36044
A,1.0144e+19,9.984,0.19732,0.18475,0.65269
A,9.8582e+18,6.783,0.17969,0.21119,0.57264
A,5.6926e+18,44.746,0.21285,0.20765,0.58333
A,1.83e+19,3.234,0.062817,0.20394,0.59458
A,1.2835e+19,14.25,0.69741,0.21964,0.54715
A,1.432e+19,8.776,0.37956,0.26484,0.41613
A,1.019e+19,9.9295,0.26207,0.3088,0.30363
A,8.0069e+18,7.407,0.18644,0.21567,0.55912
A,1.0705e+19,15.107,0.38411,0.30903,0.30308
A,1.6067e+19,14.56,0.93982,0.26975,0.40271
A,1.0023e+19,4.7094,0.01296,0.2409,0.48413
A,1.7456e+19,4.3825,0.34793,0.27373,0.39197
B,6.7899e+18,19.157,0.17358,0.22821,0.52151
B,1.4931e+19,8.4267,0.5659,0.30266,0.31822
B,1.2852e+19,10.596,0.43758,0.14159,0.77833
B,2.5511e+19,3.1327,0.19593,0.30552,0.31136
B,1.0805e+19,10.58,0.24185,0.29188,0.34474
B,9.6376e+18,32.268,0.84847,0.29402,0.33938
B,1.5839e+19,10.284,0.31199,0.22768,0.5231
B,1.7916e+19,4.3998,0.16142,0.29579,0.335
B,2.0189e+19,3.3672,0.072869,0.14092,0.78019
B,4.8287e+18,26.181,0.31324,0.25747,0.43663
B,2.914e+19,3.6211,0.36536,0.29597,0.33454
B,1.0125e+19,11.123,0.45465,0.31009,0.30061
B,1.1581e+19,6.2739,0.05731,0.27975,0.37597
B,2.0783e+19,6.5102,0.29709,0.2479,0.46386
B,2.0151e+19,13.136,0.68733,0.27378,0.39182
B,1.8884e+19,15.587,0.80874,0.26194,0.42415
B,1.1813e+19,17.292,0.54,0.30272,0.31806
B,5.6896e+18,21.448,0.19808,0.25844,0.43391
B,1.9771e+19,5.8881,0.16886,0.24559,0.4705
B,1.0013e+19,13.4,0.18099,0.23373,0.50516
B,7.9332e+18,7.9948,0.079494,0.14649,0.76472
B,1.2438e+19,9.5673,0.15298,0.29892,0.32729
B,1.0768e+19,9.4011,0.363,0.22398,0.53415
B,1.9029e+19,4.202,0.33525,0.24183,0.48141
B,1.8748e+19,4.126,0.16237,0.29487,0.33729
B,1.306e+19,5.6084,0.064962,0.16927,0.69897
B,2.9105e+19,1.7916,0.032999,0.21628,0.55727
B,1.2547e+19,10.093,0.50623,0.29177,0.34503
B,8.8689e+18,12.998,0.14245,0.28376,0.36549
B,1.0072e+19,5.0505,0.42706,0.30405,0.31487
B,5.4193e+18,13.15,0.30884,0.26581,0.41347
B,7.2569e+18,7.7863,0.02304,0.23967,0.48773
B,1.9899e+19,5.9033,0.342,0.21497,0.56122
B,2.0375e+19,3.4939,0.072853,0.16109,0.72297
B,1.0937e+19,12.16,0.29974,0.26235,0.423
B,1.5077e+19,4.415,0.04586,0.18187,0.66136
B,1.3728e+19,4.8816,0.34351,0.29589,0.33474
B,1.9766e+19,5.4305,0.55884,0.25893,0.43254
B,1.8173e+19,7.5958,0.43031,0.25441,0.44528
B,1.6403e+19,5.238,0.18473,0.29496,0.33704
B,2.2557e+19,4.5561,0.13929,0.29598,0.33451
B,1.5545e+19,5.7265,0.36541,0.27167,0.39751
B,9.613e+18,13.492,0.31469,0.26223,0.42335
B,1.9321e+19,3.7066,0.054505,0.15239,0.74805
B,1.7336e+19,4.5613,0.23122,0.19797,0.61267
B,1.405e+19,6.4919,0.12302,0.22747,0.52372
B,2.0215e+19,4.1385,0.096453,0.21258,0.56842
B,8.7966e+18,14.324,0.14664,0.28936,0.35113
B,7.1649e+18,10.724,0.43878,0.16592,0.70885
B,2.7751e+19,9.9993,0.92875,0.28759,0.35564
B,8.6389e+18,14.116,0.39263,0.13115,0.80655
B,3.7285e+19,1.6624,0.078918,0.17823,0.67228
B,2.1713e+19,4.4448,0.26795,0.23631,0.49758
B,8.6258e+18,9.6288,0.16218,0.30651,0.30901
B,1.2917e+19,5.3861,0.15548,0.24186,0.48133
B,1.2449e+19,6.6339,0.21996,0.25729,0.43716
B,5.1109e+18,23.509,0.14375,0.27133,0.39842
B,5.8639e+18,18.708,0.17948,0.28875,0.35266
B,6.4116e+18,12.514,0.10033,0.31017,0.30042
B,8.3366e+18,18.182,0.33269,0.2823,0.36928
B,5.6441e+18,20.332,0.14935,0.28985,0.34988
B,1.6694e+19,9.0544,0.44117,0.10274,0.87638
B,1.7639e+19,3.7212,0.0094404,0.24442,0.47388
B,8.6442e+18,8.0077,0.041899,0.25727,0.43719
B,1.3055e+19,5.3298,0.016059,0.25352,0.4478
B,1.5379e+19,5.5951,0.077469,0.28812,0.35428
B,1.0959e+19,16.937,0.76715,0.26426,0.41774
B,6.3204e+18,14.497,0.078394,0.14006,0.78253
B,1.1006e+19,10.057,0.24948,0.28217,0.36963
B,1.462e+19,9.5106,0.6124,0.28869,0.35283
B,9.4818e+18,17.209,0.19137,0.27008,0.4018
B,1.0895e+19,8.7346,0.33462,0.28651,0.3584
B,1.536e+19,9.537,0.39072,0.27911,0.37766
B,1.742e+19,7.7119,0.71043,0.28818,0.35412
B,1.2672e+19,8.4329,0.23634,0.16812,0.70235
B,1.1688e+19,6.3487,0.25118,0.22912,0.51882
B,1.5154e+19,12.533,0.71215,0.2733,0.39312
B,6.6941e+18,16.836,0.30474,0.29331,0.34116
B,2.2388e+19,2.7372,0.17844,0.1931,0.62746
B,9.1471e+18,11.598,0.42052,0.20236,0.59936
B,1.7658e+19,4.3469,0.26834,0.15951,0.72758
B,1.0626e+19,6.6156,0.20025,0.30304,0.31729
B,2.3173e+19,2.9653,0.038498,0.27811,0.38028
B,1.5005e+19,12.275,0.76805,0.24405,0.47496
B,2.4096e+19,2.4546,0.0495,0.18277,0.65866
B,4.0875e+18,27.053,0.15934,0.30415,0.31463
B,1.607e+19,4.3189,0.13004,0.28417,0.36442
B,1.2392e+19,9.244,0.52249,0.21937,0.54798
B,2.0864e+19,4.4579,0.15579,0.10945,0.86092
B,1.508e+19,41.571,1.3681,0.23229,0.50941
B,1.8092e+19,2.8483,0.11203,0.24742,0.46524
B,1.1027e+19,9.574,0.61073,0.18331,0.65704
B,2.1032e+19,2.3593,0.1526,0.29909,0.32688
B,1.2113e+19,5.4517,0.099629,0.21858,0.55035
B,1.3592e+19,7.7345,0.51144,0.25557,0.442
B,1.0976e+19,9.321,0.24332,0.22111,0.54275
B,8.9036e+18,11.578,0.15848,0.21349,0.56567
B,6.0289e+18,18.954,0.069564,0.30927,0.30252
B,7.9251e+18,19.947,0.32658,0.23263,0.5084
B,1.8466e+19,3.5384,0.15413,0.24921,0.4601
B,1.3416e+19,7.8333,0.19166,0.12922,0.81162
B,1.5639e+19,8.9594,0.37933,0.093754,0.89595
B,5.7238e+18,28.207,0.049484,0.3033,0.31668
B,7.0633e+18,7.4967,0.21184,0.30859,0.30411
B,1.2073e+19,11.262,0.49337,0.2232,0.53647
B,1.5506e+19,5.2646,0.20139,0.26608,0.41271
B,2.4978e+19,2.7223,0.018748,0.17215,0.69043
B,1.0058e+19,19.893,0.34684,0.30595,0.31034
B,1.0779e+19,8.3782,0.18336,0.29153,0.34563
B,1.3765e+19,8.9399,0.38006,0.27654,0.38444
B,5.2179e+18,21.77,0.17258,0.25157,0.45334
B,5.4055e+19,1.671,0.11775,0.16844,0.70143
B,4.1584e+19,1.8204,0.04622,0.20249,0.59898
B,1.7659e+19,8.6968,0.54721,0.30782,0.30592
B,1.466e+19,12.792,0.46033,0.29401,0.33941
B,8.4252e+18,13.785,0.27852,0.17447,0.68354
B,2.0087e+19,3.0202,0.050491,0.24084,0.48429
B,1.8582e+19,5.1316,0.09675,0.22539,0.52993
B,1.1121e+19,24.792,0.48179,0.27037,0.40103
B,1.7878e+19,3.9162,0.12465,0.23963,0.48784
B,1.9143e+19,6.3007,0.26241,0.30102,0.32219
B,5.6289e+18,16.672,0.065674,0.16105,0.7231
B,5.569e+18,16.22,0.090983,0.29644,0.33339
B,1.8449e+19,4.5168,0.18987,0.17147,0.69244
B,1.025e+19,8.4717,0.12184,0.28233,0.36922
B,1.7149e+19,5.1226,0.10387,0.21853,0.5505
B,1.9988e+19,4.2352,0.21774,0.11393,0.85022
B,1.3596e+19,8.1715,0.2663,0.12675,0.81806
B,1.593e+19,7.5434,0.25194,0.13717,0.79042
B,1.295e+19,5.9775,0.23194,0.17437,0.68383
B,2.3283e+19,2.6532,0.075493,0.28904,0.35193
B,1.4458e+19,8.754,0.67431,0.18397,0.65505
B,1.1608e+19,9.2727,0.18179,0.24491,0.47249
B,1.4447e+19,9.1066,0.4999,0.28034,0.37441
B,2.6642e+19,3.1264,0.098629,0.19578,0.61934
B,4.991e+19,1.3531,0.10601,0.2163,0.55719
B,2.7378e+19,2.1238,0.10592,0.18038,0.66584
B,2.513e+19,3.2762,0.2353,0.21115,0.57276
B,1.0962e+19,10.507,0.38224,0.22677,0.52582
B,9.9994e+18,6.7664,0.16817,0.1816,0.66217
B,1.7964e+19,13.305,1.0151,0.22455,0.53246
B,2.1266e+19,8.0199,0.46734,0.26717,0.40973
B,1.0012e+19,10.934,0.44937,0.30343,0.31636
B,9.8585e+18,9.8982,0.19443,0.25275,0.44999
B,2.7528e+19,2.5673,0.24412,0.20912,0.57888
B,2.7824e+19,3.0956,0.21342,0.17354,0.68628
B,1.7111e+19,5.9272,0.11855,0.23028,0.51537
B,1.1432e+19,4.7287,0.015664,0.26026,0.42882
B,2.2785e+19,2.8078,0.15427,0.27251,0.39523
B,1.2815e+19,4.5384,0.020698,0.17809,0.6727
B,1.6399e+19,13.182,0.67592,0.23601,0.49845
B,1.5652e+19,9.2158,0.23295,0.24288,0.47837
B,1.3378e+19,6.5155,0.35298,0.29208,0.34425
B,9.0736e+18,11.34,0.25938,0.27297,0.394
B,1.2093e+19,19.196,0.39789,0.26783,0.40793
B,1.4164e+19,8.0835,0.31653,0.30095,0.32235
B,2.074e+19,10.054,0.64248,0.28296,0.36758
B,6.8417e+18,16.003,0.51437,0.25024,0.45715
B,8.6635e+18,12.955,0.11045,0.26376,0.4191
B,1.1899e+19,9.5785,0.43771,0.17408,0.68468
B,1.602e+19,10.112,0.43006,0.22962,0.51732
B,2.089e+19,4.8719,0.68357,0.27039,0.40095
B,1.4818e+19,6.5498,0.44188,0.27863,0.37892
B,6.9428e+18,21.054,0.23543,0.25642,0.4396
B,2.448e+19,3.5499,0.03289,0.30449,0.31383
B,1.4154e+19,3.9624,0.00062761,0.24813,0.46319
B,1.2116e+19,7.0848,0.26479,0.26499,0.41571
B,1.3114e+19,6.1334,0.21728,0.30189,0.32006
B,1.2009e+19,4.67,0.014447,0.22344,0.53575
B,2.9461e+19,2.2056,0.079419,0.25698,0.43801
B,9.8121e+18,15.179,0.53843,0.30961,0.30172
B,1.6975e+19,4.4849,0.026136,0.17671,0.67684
B,2.6911e+19,3.4326,0.38133,0.18771,0.64376
B,1.6009e+19,5.4777,0.22297,0.26293,0.42141
B,1.7228e+19,3.094,0.038868,0.20249,0.59899
B,1.5512e+19,9.1616,0.44195,0.20496,0.5915
B,3.827e+19,1.7055,0.13016,0.26226,0.42326
B,1.5893e+19,8.3187,0.38115,0.27901,0.37793
B,5.0527e+18,12.915,0.015955,0.26169,0.42484
B,7.2907e+18,8.8493,0.060404,0.22656,0.52644
B,1.8031e+19,3.2577,0.50244,0.29345,0.34081
B,1.0241e+19,5.056,0.12563,0.25331,0.4484
B,2.129e+19,3.8479,0.015555,0.28196,0.37017
B,1.6546e+19,3.2856,0.20443,0.29614,0.33412
B,1.5564e+19,4.9737,0.41499,0.18109,0.66371
B,1.5713e+19,6.7941,0.23141,0.23432,0.50341
B,1.2537e+19,7.7956,0.022679,0.21737,0.55399
B,1.2292e+19,5.4012,0.14872,0.25598,0.44085
B,1.0426e+19,11.205,0.44131,0.26984,0.40245
B,2.7807e+19,3.4745,0.25875,0.205,0.59138
B,6.3314e+18,13.992,0.36608,0.27901,0.3779
B,1.2735e+19,6.0155,0.0038071,0.28981,0.34998
B,5.8597e+18,16.214,0.26143,0.17785,0.67341
B,1.0047e+19,10.955,0.3175,0.27944,0.37679
B,9.3403e+18,12.897,0.39014,0.25651,0.43935
B,7.629e+18,19.104,0.31337,0.30896,0.30325
B,1.309e+19,7.8339,0.3561,0.29491,0.33717
B,2.6161e+19,2.1381,0.056321,0.29238,0.3435
B,3.3116e+19,3.2337,0.27329,0.239,0.48968
B,2.0672e+19,4.8171,0.16873,0.27127,0.39859
B,9.0393e+18,16.83,0.654,0.25533,0.44269
B,1.4084e+19,10.133,0.62631,0.25818,0.43466
B,1.7745e+19,4.8643,0.011724,0.23202,0.51023
B,1.1907e+19,4.8324,0.10229,0.25687,0.43834
B,1.336e+19,6.1381,0.16017,0.25448,0.44507
B,1.0278e+19,6.3617,0.19678,0.2949,0.33719
B,1.2149e+19,10.507,0.44245,0.23108,0.513
B,7.2559e+18,9.6377,0.096553,0.30668,0.30861
B,1.3743e+19,4.1074,0.057747,0.16539,0.71041
B,1.346e+19,12.819,0.84316,0.25929,0.43154
B,2.3386e+19,3.2043,0.22913,0.19922,0.6089
B,2.3825e+19,2.8426,0.24055,0.15228,0.74838
B,1.198e+19,21.701,0.5612,0.26,0.42956
B,1.0092e+19,11.725,0.16485,0.25337,0.44822
B,1.4637e+19,6.4193,0.00097029,0.25861,0.43344
B,2.1135e+19,5.2845,0.55034,0.12232,0.82942
B,6.7383e+18,11.912,0.1545,0.2999,0.32489
B,1.5564e+19,5.4249,0.39384,0.20725,0.58454
B,1.1373e+19,11.118,0.45256,0.26611,0.41264
B,1.0692e+19,10.441,0.25582,0.25675,0.43866
B,6.9479e+18,23.006,0.27744,0.30855,0.30421
B,9.4867e+18,14.906,0.28997,0.20575,0.5891
B,9.9729e+18,13.735,0.43279,0.26669,0.41104
B,1.056e+19,6.8001,0.085918,0.28794,0.35474
B,1.5738e+19,10.404,0.48989,0.23688,0.49589
B,1.0914e+19,13.352,0.23074,0.11603,0.8451
B,4.0339e+19,2.756,0.399,0.22736,0.52405
B,1.5896e+19,5.9122,0.19967,0.19819,0.61203
B,2.0428e+19,3.4647,0.089169,0.19271,0.62863
B,1.0275e+19,32.505,0.4714,0.20823,0.5816
B,1.2185e+19,12.802,0.60714,0.2592,0.43179
B,1.5772e+19,8.8148,0.41936,0.27862,0.37896
B,1.5571e+19,13.53,0.56644,0.29619,0.334
B,6.0155e+18,11.24,0.32877,0.27826,0.3799
B,8.3942e+18,9.8922,0.1087,0.29638,0.33352
B,1.9149e+19,11.707,0.6323,0.31002,0.30078
B,1.9711e+19,3.3444,0.027709,0.24737,0.46539
B,2.6325e+19,3.6541,0.28734,0.2572,0.43741
B,8.9524e+18,7.7429,0.01645,0.24671,0.46728
B,1.4117e+19,3.9092,0.065281,0.28934,0.35117
B,9.162e+18,10.327,0.13896,0.25145,0.45368
B,2.345e+19,2.7988,0.12083,0.16466,0.71253
B,1.4552e+19,10.676,0.58674,0.24069,0.48473
B,8.2589e+18,14.612,0.14023,0.21328,0.5663
B,8.5139e+18,12.464,0.11877,0.1427,0.77528
B,1.7069e+19,7.1742,0.40738,0.29215,0.34409
B,1.9223e+19,6.4639,0.3585,0.11076,0.85783
B,1.2739e+19,5.0495,0.11682,0.30725,0.30726
B,1.6751e+19,6.146,0.36878,0.13779,0.78874
B,7.984e+18,6.5547,0.048163,0.21734,0.55408
B,1.3309e+19,8.891,0.1937,0.24138,0.48271
B,1.1064e+19,6.2217,0.15003,0.26019,0.42904
B,1.7845e+19,29.157,1.2511,0.29026,0.34884
B,5.9022e+18,21.066,0.15809,0.25477,0.44427
B,1.397e+19,18.046,0.60626,0.27127,0.39858
B,2.3994e+19,7.6068,0.5855,0.23986,0.48715
B,1.6265e+19,14.798,0.48793,0.30291,0.31762
B,2.299e+19,3.212,0.035661,0.24245,0.47962
